Timestamp,Source IP,Source Port,Destination IP,Destination Port,Protocol,Length,Sequence Number,Acknowledgment Number,Flags,Window Size,Checksum,Payload (Hex),Truncated
2024-09-08T08:29:18.852Z,172.20.165.84,55907,162.159.134.234,443,TCP,54,2588155882,1343226364,10,508,87db,68e59e61f51fe00af690bdbb0800450000289a9040008006e54cac14a554...,No
2024-09-08T08:29:18.856Z,8.8.4.4,443,172.20.165.84,56109,TCP,623,3370667339,1343750784,18,640,ca5f,e00af690bdbb68e59e61f51f080045000261b43d00003f0667e508080404...,No
2024-09-08T08:29:18.857Z,172.20.165.84,56109,8.8.4.4,443,TCP,93,3230504174,1343750656,18,512,ed58,68e59e61f51fe00af690bdbb08004500004f88bf400080061475ac14a554...,No
2024-09-08T08:29:19.021Z,8.8.4.4,443,172.20.165.84,56109,TCP,60,3370667378,1343226496,10,640,0720,e00af690bdbb68e59e61f51f080045000028b44300003f066a1808080404...,No
2024-09-08T08:29:19.104Z,172.20.165.84,56109,8.8.4.4,443,TCP,246,3230504174,1343750656,18,512,5bda,68e59e61f51fe00af690bdbb0800450000e888c04000800613dbac14a554...,No
2024-09-08T08:29:19.112Z,8.8.4.4,443,172.20.165.84,56109,TCP,60,3370667570,1343226496,10,640,0660,e00af690bdbb68e59e61f51f080045000028b44e00003f066a0d08080404...,No
2024-09-08T08:29:19.115Z,8.8.4.4,443,172.20.165.84,56109,TCP,631,3370667570,1343750784,18,640,d76b,e00af690bdbb68e59e61f51f080045000269b44f00003f0667cb08080404...,No
2024-09-08T08:29:19.159Z,172.20.165.84,56109,8.8.4.4,443,TCP,54,3230504751,1343226366,10,510,04a1,68e59e61f51fe00af690bdbb08004500002888c140008006149aac14a554...,No
2024-09-08T08:29:19.167Z,8.8.4.4,443,172.20.165.84,56109,TCP,124,3370667570,1343750784,18,640,1b30,e00af690bdbb68e59e61f51f08004500006eb45100003f0669c408080404...,No
2024-09-08T08:29:19.169Z,172.20.165.84,56109,8.8.4.4,443,TCP,93,3230504821,1343750654,18,510,99ed,68e59e61f51fe00af690bdbb08004500004f88c2400080061472ac14a554...,No
2024-09-08T08:29:19.240Z,8.8.4.4,443,172.20.165.84,56109,TCP,60,3370667609,1343226496,10,640,03b2,e00af690bdbb68e59e61f51f080045000028b45300003f066a0808080404...,No
2024-09-08T08:29:19.418Z,172.20.165.84,56109,8.8.4.4,443,TCP,246,3230504821,1343750654,18,510,93a9,68e59e61f51fe00af690bdbb0800450000e888c34000800613d8ac14a554...,No
2024-09-08T08:29:19.425Z,162.159.134.234,443,172.20.165.84,55907,TCP,305,3338292674,1343750162,18,18,fc7f,e00af690bdbb68e59e61f51f080045000123113300003f06eeafa29f86ea...,No
2024-09-08T08:29:19.427Z,8.8.4.4,443,172.20.165.84,56109,TCP,60,3370667801,1343226496,10,640,02f2,e00af690bdbbb01f8c2cc030080045000028b46b00003f0669f008080404...,No
2024-09-08T08:29:19.428Z,8.8.4.4,443,172.20.165.84,56109,TCP,631,3370667801,1343750784,18,640,bd98,e00af690bdbb68e59e61f51f080045000269b46c00003f0667ae08080404...,No
2024-09-08T08:29:19.478Z,172.20.165.84,56109,8.8.4.4,443,TCP,54,3230505398,1343226364,10,508,0135,68e59e61f51fe00af690bdbb08004500002888c4400080061497ac14a554...,No
2024-09-08T08:29:19.480Z,172.20.165.84,55907,162.159.134.234,443,TCP,54,2588156133,1343226363,10,507,86e1,68e59e61f51fe00af690bdbb0800450000289a9140008006e54bac14a554...,No
2024-09-08T08:29:19.485Z,8.8.4.4,443,172.20.165.84,56109,TCP,124,3370667801,1343750784,18,640,a0d6,e00af690bdbb68e59e61f51f08004500006eb46f00003f0669a608080404...,No
2024-09-08T08:29:19.487Z,172.20.165.84,56109,8.8.4.4,443,TCP,93,3230505468,1343750651,18,507,fa4b,68e59e61f51fe00af690bdbb08004500004f88c540008006146fac14a554...,No
2024-09-08T08:29:19.526Z,172.20.165.84,58486,13.89.179.14,443,TCP,54,1782076602,1343291902,11,510,b5b6,68e59e61f51fe00af690bdbb080045000028034f40008006e5b0ac14a554...,No
2024-09-08T08:29:19.531Z,13.89.179.14,443,172.20.165.84,58486,TCP,60,2598282828,1343291641,11,249,b6ba,e00af690bdbb68e59e61f51f080045000028f8bb00003f0671440d59b30e...,No
2024-09-08T08:29:19.532Z,172.20.165.84,58486,13.89.179.14,443,TCP,54,1782076603,1343226366,10,510,b5b5,68e59e61f51fe00af690bdbb080045000028035040008006e5afac14a554...,No
2024-09-08T08:29:19.634Z,8.8.4.4,443,172.20.165.84,56109,TCP,60,3370667840,1343226496,10,640,0044,e00af690bdbb68e59e61f51f080045000028b47400003f0669e708080404...,No
2024-09-08T08:29:19.802Z,172.20.165.84,56109,8.8.4.4,443,TCP,246,3230505468,1343750651,18,507,56ab,68e59e61f51fe00af690bdbb0800450000e888c64000800613d5ac14a554...,No
2024-09-08T08:29:19.813Z,8.8.4.4,443,172.20.165.84,56109,TCP,60,3370668032,1343226496,10,640,ff83,e00af690bdbb68e59e61f51f080045000028b48000003f0669db08080404...,No
2024-09-08T08:29:19.814Z,8.8.4.4,443,172.20.165.84,56109,TCP,685,3370668032,1343750784,18,640,ee38,e00af690bdbbb01f8c2cc03008004500029fb48100003f06676308080404...,No
2024-09-08T08:29:19.861Z,172.20.165.84,56109,8.8.4.4,443,TCP,54,3230506099,1343226368,10,512,fd8c,68e59e61f51fe00af690bdbb08004500002888c7400080061494ac14a554...,No
2024-09-08T08:29:19.870Z,8.8.4.4,443,172.20.165.84,56109,TCP,93,3370668032,1343750784,18,640,3594,e00af690bdbb68e59e61f51f08004500004fb48200003f0669b208080404...,No
2024-09-08T08:29:19.871Z,172.20.165.84,56109,8.8.4.4,443,TCP,93,3230506138,1343750656,18,512,a094,68e59e61f51fe00af690bdbb08004500004f88c840008006146cac14a554...,No
2024-09-08T08:29:19.943Z,8.8.4.4,443,172.20.165.84,56109,TCP,60,3370668071,1343226496,10,640,fcbe,e00af690bdbb68e59e61f51f080045000028b48800003f0669d308080404...,No
2024-09-08T08:29:20.150Z,172.20.165.84,56109,8.8.4.4,443,TCP,246,3230506138,1343750656,18,512,a836,68e59e61f51fe00af690bdbb0800450000e888c94000800613d2ac14a554...,No
2024-09-08T08:29:20.159Z,8.8.4.4,443,172.20.165.84,56109,TCP,60,3370668263,1343226496,10,640,fbfe,e00af690bdbb68e59e61f51f080045000028b49800003f0669c308080404...,No
2024-09-08T08:29:20.161Z,8.8.4.4,443,172.20.165.84,56109,TCP,631,3370668263,1343750784,18,640,e1da,e00af690bdbbb01f8c2cc030080045000269b49900003f06678108080404...,No
2024-09-08T08:29:20.203Z,172.20.165.84,56109,8.8.4.4,443,TCP,54,3230506715,1343226366,10,510,fa3f,68e59e61f51fe00af690bdbb08004500002888ca400080061491ac14a554...,No
2024-09-08T08:29:20.214Z,8.8.4.4,443,172.20.165.84,56109,TCP,124,3370668263,1343750784,18,640,28e6,e00af690bdbb68e59e61f51f08004500006eb49e00003f06697708080404...,No
2024-09-08T08:29:20.217Z,172.20.165.84,56109,8.8.4.4,443,TCP,93,3230506785,1343750654,18,510,9a42,68e59e61f51fe00af690bdbb08004500004f88cb400080061469ac14a554...,No
2024-09-08T08:29:20.354Z,8.8.4.4,443,172.20.165.84,56109,TCP,60,3370668302,1343226496,10,640,f950,e00af690bdbb68e59e61f51f080045000028b4a000003f0669bb08080404...,No
2024-09-08T08:29:20.377Z,162.159.134.234,443,172.20.165.84,55907,TCP,891,3338292674,1343750162,18,18,be4b,e00af690bdbb68e59e61f51f08004500036d116b00003f06ec2da29f86ea...,No
2024-09-08T08:29:20.418Z,172.20.165.84,56109,8.8.4.4,443,TCP,246,3230506785,1343750654,18,510,e5fc,68e59e61f51fe00af690bdbb0800450000e888cc4000800613cfac14a554...,No
2024-09-08T08:29:20.431Z,172.20.165.84,55907,162.159.134.234,443,TCP,54,2588156970,1343226368,10,512,8397,68e59e61f51fe00af690bdbb0800450000289a9240008006e54aac14a554...,No
2024-09-08T08:29:20.432Z,8.8.4.4,443,172.20.165.84,56109,TCP,60,3370668494,1343226496,10,640,f890,e00af690bdbb68e59e61f51f080045000028b4a800003f0669b308080404...,No
2024-09-08T08:29:20.558Z,8.8.4.4,443,172.20.165.84,56109,TCP,676,3370668494,1343750784,18,640,d787,e00af690bdbb68e59e61f51f080045000296b4ab00003f06674208080404...,No
2024-09-08T08:29:20.560Z,162.159.134.234,443,172.20.165.84,55907,TCP,95,3338292674,1343750162,18,18,3bab,e00af690bdbb68e59e61f51f080045000051117e00003f06ef36a29f86ea...,No
2024-09-08T08:29:20.610Z,172.20.165.84,56109,8.8.4.4,443,TCP,54,3230507407,1343226363,10,507,f6a7,68e59e61f51fe00af690bdbb08004500002888cd40008006148eac14a554...,No
2024-09-08T08:29:20.612Z,172.20.165.84,55907,162.159.134.234,443,TCP,54,2588157011,1343226368,10,512,836e,68e59e61f51fe00af690bdbb0800450000289a9340008006e549ac14a554...,No
2024-09-08T08:29:20.620Z,162.159.134.234,443,172.20.165.84,55907,TCP,109,3338292674,1343750162,18,18,da11,e00af690bdbb68e59e61f51f08004500005f118400003f06ef22a29f86ea...,No
2024-09-08T08:29:20.625Z,172.20.165.84,56109,8.8.4.4,443,TCP,93,3230507446,1343750651,18,507,963a,68e59e61f51fe00af690bdbb08004500004f88ce400080061466ac14a554...,No
2024-09-08T08:29:20.623Z,8.8.4.4,443,172.20.165.84,56109,TCP,93,3370668494,1343750784,18,640,458b,e00af690bdbbb01f8c2cc03008004500004fb4ac00003f06698808080404...,No
2024-09-08T08:29:20.631Z,172.20.165.84,56109,8.8.4.4,443,TCP,246,3230507446,1343750651,18,507,6d93,68e59e61f51fe00af690bdbb0800450000e888cf4000800613ccac14a554...,No
2024-09-08T08:29:20.634Z,8.8.4.4,443,172.20.165.84,56109,TCP,60,3370668725,1343226496,10,640,f514,e00af690bdbb68e59e61f51f080045000028b4ad00003f0669ae08080404...,No
2024-09-08T08:29:20.667Z,8.8.4.4,443,172.20.165.84,56109,TCP,631,3370668725,1343750784,18,640,578c,e00af690bdbb68e59e61f51f080045000269b4af00003f06676b08080404...,No
2024-09-08T08:29:20.675Z,172.20.165.84,55907,162.159.134.234,443,TCP,54,2588157066,1343226368,10,512,8337,68e59e61f51fe00af690bdbb0800450000289a9440008006e548ac14a554...,No
2024-09-08T08:29:20.716Z,172.20.165.84,56109,8.8.4.4,443,TCP,54,3230508023,1343226368,10,512,f353,68e59e61f51fe00af690bdbb08004500002888d040008006148bac14a554...,No
2024-09-08T08:29:20.718Z,172.20.165.84,57871,23.212.58.64,443,TCP,522,3084177038,1343750654,18,510,da32,68e59e61f51fe00af690bdbb0800450001fc5c1e40008006f960ac14a554...,No
2024-09-08T08:29:20.724Z,8.8.4.4,443,172.20.165.84,56109,TCP,124,3370668725,1343750784,18,640,de09,e00af690bdbb68e59e61f51f08004500006eb4b100003f06696408080404...,No
2024-09-08T08:29:20.732Z,23.212.58.64,443,172.20.165.84,57871,TCP,60,1081024766,1343226330,10,474,3ee2,e00af690bdbbb01f8c2cc030080045000028c4e500003f06136e17d43a40...,No
2024-09-08T08:29:20.728Z,172.20.165.84,56109,8.8.4.4,443,TCP,93,3230508093,1343750656,18,512,f271,68e59e61f51fe00af690bdbb08004500004f88d1400080061463ac14a554...,No
2024-09-08T08:29:20.865Z,8.8.4.4,443,172.20.165.84,56109,TCP,60,3370668764,1343226496,10,640,f266,e00af690bdbb68e59e61f51f080045000028b4b400003f0669a708080404...,No
2024-09-08T08:29:20.923Z,172.20.165.84,56109,8.8.4.4,443,TCP,246,3230508093,1343750656,18,512,1fdc,68e59e61f51fe00af690bdbb0800450000e888d24000800613c9ac14a554...,No
2024-09-08T08:29:20.932Z,8.8.4.4,443,172.20.165.84,56109,TCP,60,3370668956,1343226496,10,640,f1a6,e00af690bdbb68e59e61f51f080045000028b4ba00003f0669a108080404...,No
2024-09-08T08:29:20.935Z,8.8.4.4,443,172.20.165.84,56109,TCP,654,3370668956,1343750784,18,640,d453,e00af690bdbb68e59e61f51f080045000280b4bb00003f06674808080404...,No
2024-09-08T08:29:20.985Z,172.20.165.84,56109,8.8.4.4,443,TCP,54,3230508693,1343226366,10,510,efd0,68e59e61f51fe00af690bdbb08004500002888d3400080061488ac14a554...,No
2024-09-08T08:29:21.001Z,8.8.4.4,443,172.20.165.84,56109,TCP,124,3370668956,1343750784,18,640,4011,e00af690bdbb68e59e61f51f08004500006eb4bf00003f06695608080404...,No
2024-09-08T08:29:21.004Z,172.20.165.84,56109,8.8.4.4,443,TCP,93,3230508763,1343750653,18,509,705c,68e59e61f51fe00af690bdbb08004500004f88d4400080061460ac14a554...,No
2024-09-08T08:29:21.069Z,8.8.4.4,443,172.20.165.84,56109,TCP,60,3370668995,1343226496,10,640,eee1,e00af690bdbb68e59e61f51f080045000028b4c000003f06699b08080404...,No
2024-09-08T08:29:21.246Z,172.20.165.84,56109,8.8.4.4,443,TCP,246,3230508763,1343750653,18,509,1a3d,68e59e61f51fe00af690bdbb0800450000e888d54000800613c6ac14a554...,No
2024-09-08T08:29:21.253Z,8.8.4.4,443,172.20.165.84,56109,TCP,60,3370669187,1343226496,10,640,ee21,e00af690bdbb68e59e61f51f080045000028b4cc00003f06698f08080404...,No
2024-09-08T08:29:21.256Z,8.8.4.4,443,172.20.165.84,56109,TCP,132,3370669187,1343750784,18,640,807b,e00af690bdbb68e59e61f51f080045000076b4cd00003f06694008080404...,No
2024-09-08T08:29:21.303Z,172.20.165.84,56109,8.8.4.4,443,TCP,54,3230508841,1343226365,10,509,ee56,68e59e61f51fe00af690bdbb08004500002888d6400080061485ac14a554...,No
2024-09-08T08:29:21.307Z,140.82.112.25,443,172.20.165.84,57928,TCP,79,3238397852,1343750206,18,62,0e88,e00af690bdbb68e59e61f51f08004500004111bd00003f061c268c527019...,No
2024-09-08T08:29:21.309Z,172.20.165.84,57928,140.82.112.25,443,TCP,83,157493089,1343750653,18,509,a613,68e59e61f51fe00af690bdbb080045000045e44440008006c899ac14a554...,No
2024-09-08T08:29:21.310Z,8.8.4.4,443,172.20.165.84,56109,TCP,623,3370669187,1343750784,18,640,397c,e00af690bdbb68e59e61f51f080045000261b4d300003f06674f08080404...,No
2024-09-08T08:29:21.317Z,140.82.112.25,443,172.20.165.84,57928,TCP,60,3238397881,1343225918,10,62,843a,e00af690bdbb68e59e61f51f08004500002811bf00003f061c3d8c527019...,No
2024-09-08T08:29:21.315Z,172.20.165.84,56109,8.8.4.4,443,TCP,93,3230509410,1343750656,18,512,94b7,68e59e61f51fe00af690bdbb08004500004f88d740008006145dac14a554...,No
2024-09-08T08:29:21.377Z,8.8.4.4,443,172.20.165.84,56109,TCP,60,3370669226,1343226496,10,640,eb73,e00af690bdbb68e59e61f51f080045000028b4d700003f06698408080404...,No
2024-09-08T08:29:21.551Z,172.20.165.84,56109,8.8.4.4,443,TCP,246,3230509410,1343750656,18,512,cb91,68e59e61f51fe00af690bdbb0800450000e888d84000800613c3ac14a554...,No
2024-09-08T08:29:21.562Z,8.8.4.4,443,172.20.165.84,56109,TCP,60,3370669418,1343226496,10,640,eab3,e00af690bdbb68e59e61f51f080045000028b4dc00003f06697f08080404...,No
2024-09-08T08:29:21.564Z,8.8.4.4,443,172.20.165.84,56109,TCP,132,3370669418,1343750784,18,640,43c1,e00af690bdbb68e59e61f51f080045000076b4dd00003f06693008080404...,No
2024-09-08T08:29:21.611Z,172.20.165.84,56109,8.8.4.4,443,TCP,54,3230509488,1343226368,10,512,eae5,68e59e61f51fe00af690bdbb08004500002888d9400080061482ac14a554...,No
2024-09-08T08:29:21.618Z,162.159.134.234,443,172.20.165.84,55907,TCP,96,3338292674,1343750162,18,18,4ccc,e00af690bdbb68e59e61f51f08004500005211c100003f06eef2a29f86ea...,No
2024-09-08T08:29:21.620Z,172.20.165.84,55907,162.159.134.234,443,TCP,66,2588157066,2148532736,10,512,ceea,68e59e61f51fe00af690bdbb0800450000349a9540008006e53bac14a554...,No
2024-09-08T08:29:21.625Z,162.159.134.234,443,172.20.165.84,55907,TCP,109,3338292674,1343750162,18,18,97ea,e00af690bdbb68e59e61f51f08004500005f11c200003f06eee4a29f86ea...,No
2024-09-08T08:29:21.621Z,8.8.4.4,443,172.20.165.84,56109,TCP,623,3370669418,1343750784,18,640,6d6b,e00af690bdbb68e59e61f51f080045000261b4df00003f06674308080404...,No
2024-09-08T08:29:21.627Z,172.20.165.84,55907,162.159.134.234,443,TCP,54,2588157163,1343226368,10,512,82d6,68e59e61f51fe00af690bdbb0800450000289a9640008006e546ac14a554...,No
2024-09-08T08:29:21.623Z,172.20.165.84,56109,8.8.4.4,443,TCP,93,3230510057,1343750654,18,510,8dbd,68e59e61f51fe00af690bdbb08004500004f88da40008006145aac14a554...,No
2024-09-08T08:29:21.787Z,8.8.4.4,443,172.20.165.84,56109,TCP,60,3370669457,1343226496,10,640,e805,e00af690bdbb68e59e61f51f080045000028b4e500003f06697608080404...,No
2024-09-08T08:29:21.806Z,172.20.165.84,56109,8.8.4.4,443,TCP,246,3230510057,1343750654,18,510,8215,68e59e61f51fe00af690bdbb0800450000e888db4000800613c0ac14a554...,No
2024-09-08T08:29:21.808Z,8.8.4.4,443,172.20.165.84,56109,TCP,60,3370669649,1343226496,10,640,e745,e00af690bdbb68e59e61f51f080045000028b4ec00003f06696f08080404...,No
2024-09-08T08:29:21.810Z,8.8.4.4,443,172.20.165.84,56109,TCP,654,3370669649,1343750784,18,640,8da0,e00af690bdbb68e59e61f51f080045000280b4ed00003f06671608080404...,No
2024-09-08T08:29:21.855Z,172.20.165.84,56109,8.8.4.4,443,TCP,54,3230510657,1343226363,10,507,e572,68e59e61f51fe00af690bdbb08004500002888dc40008006147fac14a554...,No
2024-09-08T08:29:21.863Z,8.8.4.4,443,172.20.165.84,56109,TCP,124,3370669649,1343750784,18,640,4993,e00af690bdbb68e59e61f51f08004500006eb4ef00003f06692608080404...,No
2024-09-08T08:29:21.865Z,172.20.165.84,56109,8.8.4.4,443,TCP,93,3230510727,1343750651,18,507,afcc,68e59e61f51fe00af690bdbb08004500004f88dd400080061457ac14a554...,No
2024-09-08T08:29:21.991Z,8.8.4.4,443,172.20.165.84,56109,TCP,60,3370669688,1343226496,10,640,e480,e00af690bdbb68e59e61f51f080045000028b4f500003f06696608080404...,No
2024-09-08T08:29:22.065Z,172.20.165.84,56109,8.8.4.4,443,TCP,246,3230510727,1343750651,18,507,f053,68e59e61f51fe00af690bdbb0800450000e888de4000800613bdac14a554...,No
2024-09-08T08:29:22.075Z,8.8.4.4,443,172.20.165.84,56109,TCP,60,3370669880,1343226496,10,640,e3c0,e00af690bdbb68e59e61f51f080045000028b50200003f06695908080404...,No
2024-09-08T08:29:22.078Z,8.8.4.4,443,172.20.165.84,56109,TCP,631,3370669880,1343750784,18,640,b5ca,e00af690bdbb68e59e61f51f080045000269b50300003f06671708080404...,No
2024-09-08T08:29:22.091Z,172.20.165.84,56109,8.8.4.4,443,TCP,89,3230511304,1343750656,18,512,233a,68e59e61f51fe00af690bdbb08004500004b88df400080061459ac14a554...,No
2024-09-08T08:29:22.100Z,8.8.4.4,443,172.20.165.84,56109,TCP,124,3370669915,1343750784,18,640,51d7,e00af690bdbb68e59e61f51f08004500006eb50400003f06691108080404...,No
2024-09-08T08:29:22.102Z,172.20.165.84,56109,8.8.4.4,443,TCP,93,3230511374,1343750656,18,512,3107,68e59e61f51fe00af690bdbb08004500004f88e0400080061454ac14a554...,No
2024-09-08T08:29:22.195Z,8.8.4.4,443,172.20.165.84,56109,TCP,60,3370669954,1343226496,10,640,e0ef,e00af690bdbb68e59e61f51f080045000028b50c00003f06694f08080404...,No
2024-09-08T08:29:22.296Z,172.20.165.84,56109,8.8.4.4,443,TCP,246,3230511374,1343750656,18,512,212b,68e59e61f51fe00af690bdbb0800450000e888e14000800613baac14a554...,No
2024-09-08T08:29:22.307Z,8.8.4.4,443,172.20.165.84,56109,TCP,60,3370670146,1343226496,10,640,e02f,e00af690bdbb68e59e61f51f080045000028b51200003f06694908080404...,No
2024-09-08T08:29:22.309Z,8.8.4.4,443,172.20.165.84,56109,TCP,132,3370670146,1343750784,18,640,505b,e00af690bdbb68e59e61f51f080045000076b51300003f0668fa08080404...,No
2024-09-08T08:29:22.352Z,172.20.165.84,56109,8.8.4.4,443,TCP,54,3230511452,1343226368,10,512,e061,68e59e61f51fe00af690bdbb08004500002888e2400080061479ac14a554...,No
2024-09-08T08:29:22.360Z,8.8.4.4,443,172.20.165.84,56109,TCP,623,3370670146,1343750784,18,640,a998,e00af690bdbb68e59e61f51f080045000261b51700003f06670b08080404...,No
2024-09-08T08:29:22.363Z,172.20.165.84,56109,8.8.4.4,443,TCP,93,3230512021,1343750654,18,510,c6d0,68e59e61f51fe00af690bdbb08004500004f88e3400080061451ac14a554...,No
2024-09-08T08:29:22.506Z,8.8.4.4,443,172.20.165.84,56109,TCP,60,3370670185,1343226496,10,640,dd81,e00af690bdbb68e59e61f51f080045000028b51900003f06694208080404...,No
2024-09-08T08:29:22.551Z,172.20.165.84,56109,8.8.4.4,443,TCP,246,3230512021,1343750654,18,510,9d81,68e59e61f51fe00af690bdbb0800450000e888e44000800613b7ac14a554...,No
2024-09-08T08:29:22.559Z,8.8.4.4,443,172.20.165.84,56109,TCP,60,3370670377,1343226496,10,640,dcc1,e00af690bdbb68e59e61f51f080045000028b52400003f06693708080404...,No
2024-09-08T08:29:22.579Z,8.8.4.4,443,172.20.165.84,56109,TCP,645,3370670377,1343750784,18,640,2b43,e00af690bdbb68e59e61f51f080045000277b52600003f0666e608080404...,No
2024-09-08T08:29:22.629Z,172.20.165.84,56109,8.8.4.4,443,TCP,54,3230512612,1343226363,10,507,daf7,68e59e61f51fe00af690bdbb08004500002888e5400080061476ac14a554...,No
2024-09-08T08:29:22.636Z,8.8.4.4,443,172.20.165.84,56109,TCP,124,3370670377,1343750784,18,640,ade3,e00af690bdbb68e59e61f51f08004500006eb52c00003f0668e908080404...,No
2024-09-08T08:29:22.639Z,172.20.165.84,56109,8.8.4.4,443,TCP,93,3230512682,1343750651,18,507,0eb8,68e59e61f51fe00af690bdbb08004500004f88e640008006144eac14a554...,No
2024-09-08T08:29:22.708Z,8.8.4.4,443,172.20.165.84,56109,TCP,60,3370670416,1343226496,10,640,da05,e00af690bdbb68e59e61f51f080045000028b52e00003f06692d08080404...,No
2024-09-08T08:29:22.892Z,172.20.165.84,56109,8.8.4.4,443,TCP,246,3230512682,1343750651,18,507,84ba,68e59e61f51fe00af690bdbb0800450000e888e74000800613b4ac14a554...,No
2024-09-08T08:29:22.899Z,8.8.4.4,443,172.20.165.84,56109,TCP,60,3370670608,1343226496,10,640,d945,e00af690bdbb68e59e61f51f080045000028b54400003f06691708080404...,No
2024-09-08T08:29:22.903Z,8.8.4.4,443,172.20.165.84,56109,TCP,708,3370670608,1343750784,18,640,f3f5,e00af690bdbb68e59e61f51f0800450002b6b54500003f06668808080404...,No
2024-09-08T08:29:22.941Z,172.20.165.84,58394,20.50.201.195,443,TCP,139,1371025791,1343750654,18,510,e916,68e59e61f51fe00af690bdbb08004500007d8be2400080063f3aac14a554...,No
2024-09-08T08:29:22.943Z,172.20.165.84,58394,20.50.201.195,443,TCP,1279,1371025791,1343750654,18,510,44dd,68e59e61f51fe00af690bdbb0800450004f18be4400080063ac4ac14a554...,No
2024-09-08T08:29:22.944Z,172.20.165.84,58391,8.8.8.8,443,TCP,245,707707196,1343750656,18,512,9c87,68e59e61f51fe00af690bdbb0800450000e737be4000800660daac14a554...,No
2024-09-08T08:29:22.945Z,172.20.165.84,58391,8.8.8.8,443,TCP,93,707707196,1343750656,18,512,ef01,68e59e61f51fe00af690bdbb08004500004f37bf400080066171ac14a554...,No
2024-09-08T08:29:22.945Z,172.20.165.84,58391,8.8.8.8,443,TCP,245,707707196,1343750656,18,512,d3f5,68e59e61f51fe00af690bdbb0800450000e737c04000800660d8ac14a554...,No
2024-09-08T08:29:22.942Z,172.20.165.84,58394,20.50.201.195,443,TCP,93,1371025791,1343750654,18,510,2300,68e59e61f51fe00af690bdbb08004500004f8be3400080063f67ac14a554...,No
2024-09-08T08:29:22.956Z,172.20.165.84,56109,8.8.4.4,443,TCP,54,3230513336,1343226368,10,512,d737,68e59e61f51fe00af690bdbb08004500002888e8400080061473ac14a554...,No
2024-09-08T08:29:22.961Z,20.50.201.195,443,172.20.165.84,58394,TCP,60,294333838,1343226094,10,238,d761,e00af690bdbb68e59e61f51f0800450000283d2f00003f060f431432c9c3...,No
2024-09-08T08:29:22.965Z,20.50.201.195,443,172.20.165.84,58394,TCP,60,294333877,1343226094,10,238,d73a,e00af690bdbbb01f8c2cc0300800450000283d3000003f060f421432c9c3...,No
2024-09-08T08:29:22.971Z,8.8.8.8,443,172.20.165.84,58391,TCP,60,1646852857,1343226103,10,247,1f05,e00af690bdbbb01f8c2cc0300800450000280fce00003f060a8a08080808...,No
2024-09-08T08:29:22.969Z,8.8.8.8,443,172.20.165.84,58391,TCP,60,1646852818,1343226103,10,247,1f2c,e00af690bdbbb01f8c2cc0300800450000280fcd00003f060a8b08080808...,No
2024-09-08T08:29:22.977Z,8.8.4.4,443,172.20.165.84,56109,TCP,124,3370670608,1343750784,18,640,03d2,e00af690bdbbb01f8c2cc03008004500006eb54700003f0668ce08080404...,No
2024-09-08T08:29:22.974Z,8.8.8.8,443,172.20.165.84,58391,TCP,60,1646853048,1343226103,10,247,1e46,e00af690bdbbb01f8c2cc0300800450000280fcf00003f060a8908080808...,No
2024-09-08T08:29:22.980Z,8.8.8.8,443,172.20.165.84,58391,TCP,93,1646853048,1343750391,18,247,9e1f,e00af690bdbb68e59e61f51f08004500004f0fd000003f060a6108080808...,No
2024-09-08T08:29:22.979Z,172.20.165.84,56109,8.8.4.4,443,TCP,93,3230513406,1343750656,18,512,7ad4,68e59e61f51fe00af690bdbb08004500004f88e940008006144bac14a554...,No
2024-09-08T08:29:22.967Z,20.50.201.195,443,172.20.165.84,58394,TCP,60,294335102,1343226090,10,234,d275,e00af690bdbbb01f8c2cc0300800450000283d3100003f060f411432c9c3...,No
2024-09-08T08:29:23.004Z,172.20.165.84,58391,8.8.8.8,443,TCP,54,707707235,1343226368,10,512,1d16,68e59e61f51fe00af690bdbb08004500002837c1400080066196ac14a554...,No
2024-09-08T08:29:23.021Z,8.8.8.8,443,172.20.165.84,58391,TCP,1341,1646853048,1343750391,18,247,9e52,e00af690bdbb68e59e61f51f08004500052f0fd500003f06057c08080808...,No
2024-09-08T08:29:23.024Z,8.8.4.4,443,172.20.165.84,56109,TCP,60,3370670647,1343226496,10,640,d64a,e00af690bdbb68e59e61f51f080045000028b54c00003f06690f08080404...,No
2024-09-08T08:29:23.027Z,172.20.165.84,58391,8.8.8.8,443,TCP,89,707708522,1343750656,18,512,3cb2,68e59e61f51fe00af690bdbb08004500004b37c2400080066172ac14a554...,No
2024-09-08T08:29:23.030Z,172.20.165.84,58391,8.8.8.8,443,TCP,93,707708522,1343750656,18,512,3e54,68e59e61f51fe00af690bdbb08004500004f37c340008006616dac14a554...,No
2024-09-08T08:29:23.035Z,8.8.8.8,443,172.20.165.84,58391,TCP,60,1646853122,1343226103,10,247,18ce,e00af690bdbb68e59e61f51f0800450000280fd600003f060a8208080808...,No
2024-09-08T08:29:23.189Z,172.20.165.84,56109,8.8.4.4,443,TCP,246,3230513406,1343750656,18,512,79cf,68e59e61f51fe00af690bdbb0800450000e888ea4000800613b1ac14a554...,No
2024-09-08T08:29:23.195Z,20.50.201.195,443,172.20.165.84,58394,TCP,86,294335102,1343750378,18,234,94dd,e00af690bdbb68e59e61f51f0800450000483d3d00003f060f151432c9c3...,No
